text,airline_sentiment
"['funny', 'story', 'website', 'broken', 'missing', 'javascript', 'stylesheet', 'checking', 'process', 'dislike']",negative
"['would', 'love', 'virgin', 'like']",positive
"['result', 'handily', 'exceed', 'forecast']",neutral
"['applied', 'position', 'wondering', 'guy', 'received', 'application']",neutral
"['achieves', 'second', 'year', 'profitability', 'despite', 'revenue', 'pressure']",neutral
"['give', 'positive', 'outlook', 'see', 'increased', 'competition']",neutral
"['trying', 'check', '1050am', 'ct', 'flight', 'tmm', 'desktop', 'website', 'working', 'sort', 'caching', 'bug', 'so']",negative
"['weather', 'delay', 'gt', 'next', 'week', 'wink', 'mark', 'jfk', 'bos', 'dca']",neutral
"['check', 'website', 'go', 'airport']",neutral
"['guy', 'know', 'checking', 'link', 'email', 'broken']",negative
"['pilot', 'say', 'expect', 'choppy', 'landing', 'new', 'york', 'city', 'due', 'gust', 'wind', 'wa', 'temperature', '5', 'degree', 'amp', 'the', 'windmill', '8']",neutral
"['loved', 'can', 'not', 'wait', 'monday', 'return', 'flight', 'mostly', 'watch', 'flight', 'safety', 'video', 'sorrynotsorry']",positive
"['lost', 'luggage', '4', 'day', 'ago', 'flight', 'vx', '112', 'los', 'angeles', 'airport', 'id', 'amp', 'calling', 'every', 'day', 'responseplease', 'give', 'back', 'stuff']",negative
"['flight', 'booking', 'problem', 'section', 'website', 'seems', 'broken', 'chrome', 'might', 'wan', 'na', 'look']",negative
"['hi', 'wanted', 'see', 'new', 'route', 'planned', 'year', 'newark', 'love', 'flying', 'guy', 'hope']",positive
"['mean', 'probably', 'inappropriate', 'board']",positive
"['happy', 'spend', 'day', 'together', 'let', 'u']",positive
"['saving', 'sanity', 'right']",neutral
"['missed', 'flight', 'standby', 'work']",neutral
"['understanding', 'helped', 'thx', 'comp']",positive
"['brought', 'way', 'across', 'country', 'today', 'see']",neutral
"['thank', 'absolutely', 'smiling', 'face', 'sunglass']",positive
"['look', 'like', 'broken', 'link', 'asset']",negative
"['ready', 'let', 'u', 'say', 'together', 'noon', 'turbulence', 'today', 'face', 'blowing', 'kiss']",neutral
"['manage', 'itinerary', 'section', 'website', 'seems', 'broken']",negative
"['can', 'not', 'check', 'site', 'look', 'like', 'every', 'time', 'load']",negative
"['help', 'princess', 'need', 'urgent', 'treatment', 'united', 'state', '2y', 'old', 'battling', 'cancer', 'could', 'help', 'flight', 'growing', 'heart', 'freyasfund']",neutral
"['may', 'start', 'service', 'hawaii', 'sanfrancisco', 'year', 'biztravel']",neutral
"['carrier', 'less', 'half', 'price', 'round', 'trip', 'fare', 'stunned']",negative
"['wtf', 'happening', 'px', 'late', 'flight', 'march', 'one', 'way', 'san', 'francisco', 'airport', '550']",negative
"['add', 'dt', 'sold']",neutral
"['free', 'drink', 'flight', 'back', 'free', 'promo']",positive
['thanks'],positive
"['comma', 'made', 'beating', 'face', 'smiling', 'eye', 'beating', 'face', 'smiling', 'eye', 'beating', 'face', 'smiling', 'eye']",neutral
"['please', 'contact', 'portfolio', 'left', 'flight', 'vx', '27', 'jfk', 'san', 'francisco', 'airport', 'tone', 'seat', '7am', 'need', 'returned', 'call', '9143290185']",neutral
"['help', 'flight', '27', 'jk', 'tonight', 'seat', '7c', 'left', 'portfolio', 'need', 'back']",neutral
"['seattle', 'bound', 'wife', 'got', 'shuffle', 'day', 'keeper', 'holly']",neutral
"['luggage', 'gone', 'filed', 'paperwork', 'promised', 'callemail', 'still', 'resolution', 'response', 'central', 'luggage']",negative
"['debate', 'baldwin', 'gave', 'rockstar', 'performance', 'safety', 'demo', 'evening', 'vx919', 'las2sfo', 'bestcrew', 'shock']",neutral
"['thanks', 'taking', 'care', 'flight', 'rockstar', 'travel']",positive
"['thanks', 'lovely', 'soft', 'view', 'travel', 'san', 'sfo']",positive
"['requested', 'mileage', 'challenge', 'status', 'several', 'week', 'ago', 'online', 'heard', 'back', 'get', 'help']",negative
"['trying', 'book', 'ticket', 'new', 'york', 'city', 'facing', 'super', 'fun', 'broken', 'styling', 'worry', 'keep', 'trying', 'happy', 'face', 'smiley']",negative
"['many', 'thanks', 'follow', 'ourprincess', 'freyasfund', 'usa', 'bandit', 'looking', 'help', 'smiling', 'face', 'hearteyes', 'growing', 'heart', 'united', 'kingdom', 'growing', 'heart', 'united', 'state', 'growing', 'heart', 'ribbon', 'globe', 'showing', 'asiaaustralia', 'ribbon']",neutral
"['nice', 'lofty', 'view', 'silverstatus']",neutral
"['applied', 'status', 'match', 'feb', '1', 'got', 'confirmation', 'email', 'day', 'still', 'news', 'though', 'guy', 'dropped', 'ball', 'late', 'slightly', 'sad', 'relieved', 'face']",negative
"['new', 'go', 'airline']",neutral
"['help', 'ourprincess', 'need', 'help', 'usa', 'ribbon', 'united', 'kingdom', 'ribbon', 'united', 'state', 'ribbon']",neutral
"['odore', 'looking', 'forward', 'flight', 'austin', 'two', 'week']",positive
"['glad', 'mentioned', 'took', 'first', 'virgin', 'flight', 'year', 'back', 'transformative', 'experience']",positive
"['flight', 'booking', 'problem', 'flight', 'uphold', 'status', 'match', 'tax', 'ticket', 'count', 'earned', 'status', 'point', 'statusmatch', 'virginamerica']",neutral
"['trying', 'checkinbut', 'look', 'like', 'site']",negative
"['spending', 'birthday', 'night', 'dalla', 'get', 'home']",negative
"['sent', 'couple', 'message', 'email', 'provided', 'avail', 'try', 'next', 'year', 'cheer']",negative
"['first', 'time', 'flying', 'virgin', 'went', 'sanfrancisco', 'thanks', 'smooth', 'ride', 'easily', 'new', 'far', 'airline']",positive
"['seriously', 'though', 'direct', 'flight', 'soll', 'may']",negative
"['fine', 'already', 'done', 'purchase', 'try', 'go', 'way', 'go', 'back', '3']",negative
"['really', 'experience', 'hoping', '4', 'w', 'forced', '2', 'check', 'small', 'carry', 'w', 'nothing', 'empty', 'cabin', 'space', 'board']",negative
"['were', 'luggage', 'slow', 'los', 'angeles', 'airport']",negative
"['jump', 'dallas', 'austin', 'market']",neutral
"['spoke', 'representative', 'offered', 'solution', 'loyal', 'customer', 'fly', 'well']",negative
"['deeply', 'disappointed', 'birthday', 'promo', 'applied', 'trip', 'booked', 'mere', 'day', 'received', 'email']",negative
"['happened', 'direct', 'flight', 'soll', 'looking', 'may', 'see', 'connecting', 'help', 'dontdothistome']",negative
"['help', 'left', 'blaze', 'people', 'jacket', 'bag', '3rd', 'row', 'second', 'seat', 'right', 'gate', '36', 't3', 'lax', 'flight', 'san', 'francisco', 'airport']",neutral
"['partner', 'checkout', 'mobile', 'payment', 'method', 'help', 'boost', 'mobile', 'conversion', 'rate', 'etailwest', 'payment', 'visa']",neutral
"['promoting', 'product', 'problem', 'southwest', 'recommend', 'noneother', 'best']",positive
"['love', 'guy', 'pls', 'get', 'direct', 'route', 'la', 'vega', 'au']",positive
"['would', 'like', 'help', 'flight', 'please']",neutral
"['brush', 'turn', 'vxsafetydance']",neutral
"['course', 'work', 'obsessed', 'entire', 'virgin', 'family']",positive
"['ok', 'first', 'time', 'flying', 'tonight', 'happy', 'face', 'smiley']",positive
"['digging', 'sank', 'pink', 'mood', 'lighting', 'flight', 'new', 'york', 'city', 'sfo', 'need', 'cabaret', 'singer', 'think']",neutral
"['done', 'need', 'receipt', 'asap', 'could', 'please', 'help', '150219000114']",neutral
"['2d', '3d', 'embossed', 'badge', 'patch', 'superior', 'one', 'currently', 'using']",negative
"['vx399', 'jfk', 'la', 'dirty', 'plane', 'standard']",negative
"['flight', 'vx399', 'headed', 'la', 'jfk', 'driest', 'va', 'plane', 'ever', 'sad', 'great', 'airline']",negative
"['got', 'squared', 'away', 'someone', 'picked', 'soon', 'tweeted', 'tweeted', 'sooner', 'winning', 'face']",positive
"['avis', 'rental', 'continue', 'button', 'work', 'website', 'book', 'car', 'tried', '4', 'time', 'phone', 'suck']",negative
"['delayed', 'to1030']",negative
"['currently', 'minute', '10', 'hold', 'just', 'service', 'need', 'anything', 'add', 'lap', 'child', 'reservation']",negative
"['add', 'pillow', 'instead', 'lieflat', 'seat', 'first', 'class', 'arm', 'race']",neutral
"['course', 'fun', 'celebrating', 'thanks', 'happy', 'chinese', 'new', 'year']",positive
"['flight', 'booking', 'problem', 'last', 'second', 'flight', 'next', 'week', 'sfo', 'san', 'chance', 'want', 'gift', 'promo', 'code', 'since', 'love', 'guy']",positive
"['community', 'bank', 'joke', 'please', 'change', 'nothing', 'constant', 'problem', 'bank']",negative
"['dm', 'also', 'add']",neutral
"['grand', 'elli', '80th', 'would', 'lt3', 'bday', 'greeting', 'flight', 'crew', 'steward', 'eastern', 'airline']",positive
"['bought', 'six', 'at', 'dallas', 'route', 'thanks', 'adding', 'love', 'yr', 'airline', 'amp', 'yr', 'website', 'best', 'transaction', 'site', 'ever']",positive
"['anytime', 'sugafly']",neutral
"['gave', 'credit', 'late', 'flight', 'flight', 'yesterday', 'great', 'service', 'wow', 'moment', 'unexpected', 'gesture']",positive
"['need', 'receipt', 'flight', 'change', 'send', 'one']",neutral
"['submitted', 'status', 'match', 'request', 'back', 'still', 'havent', 'heard', 'im', 'flying', 'monday', 'look', 'accelerate']",negative
"['safety', 'video', 'loved', 'first', 'cross', 'country', 'flight', 'livewelltraveled', 'sytycd']",positive
"['look', 'fat', 'look', 'dummy']",positive
"['ceo', 'say', 'southwest', 'amp', 'jetblue', 'stayed', 'low', 'cost', 'model']",neutral
"['brilliant', 'brisk', 'boston', 'cue', 'vx363']",neutral
"['atlantic', 'plough', 'lone', 'burrow', 'middleeast']",neutral
"['atlantic', 'plough', 'lone', 'burrow', 'middleeast']",neutral
"['atlantic', 'plough', 'lone', 'burrow', 'middleeast']",neutral
"['omg', 'omg', 'smiling', 'face', 'hearteyes', 'smiling', 'face', 'hearteyes', 'nonstop', 'dallas', 'austin', 'virgin', 'sparked', 'face', 'screaming', 'fear', 'airplane']",positive
"['plane', 'really', 'pretty', 'thought', 'know', 'happy', 'face', 'smiley']",positive
"['flying', 'hawaii']",neutral
"['pulling', 'hair', 'trying', 'book', 'flight', 'u', 'site', 'work', 'iphone', 'ipaddont', 'computer', 'help']",negative
['thank'],positive
"['get', 'help', 'support', 'ticket', '15', 'day', 'incident', '150202000419', 'thank']",negative
"['good', 'home', 'texas', 'moodlighting']",positive
"['can', 'not', 'even', 'open', 'laptop', 'seat', '4c', 'paid', 'premium', 'let']",negative
"['seat', '4c', 'can', 'not', 'even', 'open', 'laptop', 'paid', 'extra', 'seat']",negative
"['guy', 'starting', 'flight', 'end', 'month', 'guess', 'im', 'still', 'road', 'tripping', 'feb', '27']",neutral
"['thanks', 'needing', 'way', 'make', 'austin', 'trip', 'dca', 'come']",positive
"['announced', 'new', 'route', 'austin', 'fare', '39way']",neutral
"['really', 'sprint', 'thought', 'guy', 'keel', '0_0']",neutral
"['cool', 'never', 'ur', 'plane']",positive
"['39', 'dollar', 'atlas', 'fare']",neutral
"['great', 'well', 'deserved']",positive
"['fyi', 'info', 'email', 'address', 'say', 'contact', 'password', 'reset', 'email', 'exist', 'email', 'bounce']",negative
"['status', 'match', '2', 'week', 'gone', 'newsflt', 'next', 'week', 'hope', 'flt', 'count', 'towards', 'requirement', 'just', 'svc', 'help']",negative
"['website', 'suck', 'donkey', 'pick', 'thought', 'know', 'best']",negative
"['still', 'develop', 'app', 'favorite', 'airline']",neutral
"['crap', 'channel', 'pay', 'watch', 'uk', 'tv']",negative
"['got', 'set', 'thanks']",positive
"['channel', 'year']",neutral
"['thing', 'see', 'passbook', 'virgin', 'mobile', 'mexico', 'integrate']",neutral
"['giant', 'virgin', 'america', 'match', 'made', 'heaven']",positive
"['thank', 'goodness', 'also', 'see', 'friday', 'nwkgtsf', 'boom']",positive
"['come', 'iphone', 'app', 'still', 'using', 'making', 'waste', 'paper']",negative
"['back', 'seat', 'entertainment', 'system', 'accept', 'credit', 'card', 'apostrophe', 'surname', 'apostrophefail']",negative
"['vx', 'use', '6', 'lga', 'slot', 'instead', '4', 'today', 'adding', 'au', 'make', 'less', 'likely', 'brown', 'sad', 'angry', 'posting']",negative
"['helping', 'step', 'game', 'tindertips', 'tinderchamp']",neutral
"['luv', 'ur', 'people', 'product', '1', 'thing', 'charge', 'herbal', 'tea', 'black', 'tea', 'caffeine', 'driver']",positive
"['thank', 'see', 'all', 'soon', 'excited', 'see', 'expansion', 'destination', 'spread', 'wing']",positive
"['announces', 'new', 'nonstop', 'connecting', 'amp', '39', 'intro']",neutral
"['add', 'austindallas', 'love', 'field', 'route']",neutral
"['sad', 'learn', 'longer', 'fly', 'san', 'francisco', 'airport', 'gt', 'phl', 'hope', 'return']",negative
"['tweet', 'cancelled', 'flightchng', 'fee', 'flight', 'ebook', 'one', 'affiliate', 'affiliate']",neutral
"['incredible', 'customer', 'service', 'ever', 'experienced', 'refreshing']",positive
"['see', 'virginamerica', 'come', 'philadelphia', 'phl']",neutral
"['dreaming', 'really', 'open', 'route', 'dallas', 'austin', 'mean', 'houston', 'might', 'next']",positive
"['omg', 'finally']",positive
"['start', '5weekly', 'a319', 'flight', 'dallas', 'austin', '28apr', 'geek']",neutral
"['nice', 'see', 'expanding', 'texas', 'forget', 'u', 'sandiego', 'would', 'love', 'see', 'flight']",neutral
"['kinda', 'sucked', 'earphone', 'jack', 'work', 'flight', 'may', 'want', 'look', 'future', 'passenger']",negative
"['poor', 'experience', 'first', 'computer', 'problem', 'seat', 'malfunction', 'stuck', 'missing', 'meeting', 'san', 'diego']",negative
"['battle', 'route', 'via']",neutral
"['thankyou', 'delay', 'route', 'make', 'day']",positive
"['awesome', 'deal', 'delay', '39', 'way']",positive
"['miss', 'nerdbird', 'san', 'jose']",neutral
"['love', 'taking', 'backyard', 'consumer', 'win', 'biz', 'competes']",positive
"['flying', 'love', 'austin', 'excellent', 'news']",positive
"['make', 'every', 'vx', 'plane', 'nerdbird', 'austin', 'one', 'getting', 'nerd', 'love']",neutral
"['please', 'add', 'frequency', 'px', 'portland']",neutral
"['contrast', 'vx', 'new', 'route', 'airplane', 'party', 'copper']",positive
"['tried', 'offered', 'charge', 'additional', '1k', 'new', 'ticket', 'stranded', 'thus', '1st', 'time', 'last', 'time']",negative
"['help', 'flight', 'get', '2y', 'old', 'battling', 'cancer', 'need', 'treatment', 'united', 'state', 'growing', 'heart', 'ribbon', 'growing', 'heart']",neutral
"['never', 'bad', 'experience', 'one', 'took', 'cake', 'extortion', 'carry', 'item', 'well']",negative
"['spend', '5', 'hour', 'worrying', 'item', 'carry', 'would', 'brokenstolen', 'since', 'could', 'carry', 'plane', 'lock', 'bag']",negative
"['group', 'e', 'told', 'room', 'bin', 'got', 'plane', 'room', 'least', '4', 'bag', 'row']",negative
"['thanks', 'making', 'flight', 'los', 'angeles', 'airport', 'jfk', 'nightmare', 'forcing', 'check', 'carry', 'bag', 'gate', '1']",negative
"['lot', 'flight', 'book', 'site', 'working', 'phone', 'waiting', '10', 'minute']",negative
"['flight', 'artisan', 'cheese', 'wine', 'pairing']",positive
"['virgin', 'america', 'fly', 'direct', 'seattle', 'new', 'york', 'city', 'boston']",neutral
['classy'],positive
"['sure', 'lot', '747', '777', 'jfklhr', 'flight', 'go', 'lot', 'faster', '513mph', 'strong', 'tailwind']",positive
"['minus', '32', 'minute', 'elevate', 'silver', 'upgrade', 'window', 'open', 'freeneversucks', 'grinding', 'face', 'big', 'eye', 'thumb']",positive
"['save', '871', 'tomorrow']",neutral
"['taking', '12', 'year', 'fly', 'home', 'dallas', 'get', 'shit', 'together']",negative
"['club', 'virgin', 'bumping', 'new', 'york']",neutral
"['would', 'rough', 'trip', 'lucky', 'virginamerica', 'flight', 'weather']",positive
"['thestarter', 'beating', 'face', 'smiling', 'eye']",neutral
"['please', 'come', 'minneapolis', 'st', 'paul']",neutral
"['yes', 'fyi', 'bff']",neutral
"['another', 'perfect', 'flight', 'come', 'plane', 'sun', 'visor', 'stay', 'carrier', 'make', 'raise']",positive
"['nice', 'rt', 'man', 'steel', 'might', 'faster', 'wifi', 'saying', 'sciencebehindtheexperience']",positive
"['love', 'dancing', 'little', 'richard', 'cool', 'bean']",positive
"['dont', 'use', 'passbook', 'skeptical', 'annoyed', 'undecided', 'uneasy', 'hesitant', 'still', 'love', 'though', 'lt3', 'happy', 'face', 'smiley', 'ill', 'use', 'email', 'future']",positive
"['thanks', 'free', 'birthday', 'point', 'all', 'right']",positive
"['application', 'io', 'looking', 'saw', 'virgin', 'mexico', 'brown', 'sad', 'angry', 'posting', 'lt3']",neutral
"['man', 'steel', 'fly', 'city', 'thousand', 'frequency']",negative
"['thanks', 'much', 'sharing', 'added', 'site']",positive
"['good', 'point']",neutral
"['heard', 'virgin', 'mobile', 'hotspot', 'wink', 'mark']",neutral
"['got', 'cheese', 'plate', 'flight']",neutral
['flight'],neutral
"['dad', 'subway', 'best', 'part', 'whole', 'infographic']",positive
"['plan', 'short', 'haul', 'airline', 'europe', 'would', 'defiant', 'fly', 'guy', 'happy', 'face', 'smiley']",positive
"['wifi', 'better', 'seating']",positive
"['come', 'abc', 'one', 'network', 'channel']",neutral
"['started', 'flight', 'scoring', 'using', 'overhead', 'bin', 'offered', 'person', 'seated', 'next']",negative
"['great', 'return', 'call', 'day', 'could', 'ask', 'myvxexperience']",positive
"['airline', 'cancelled', 'fighting', 'flight', 'bos', 'helping', 'customer', 'get', 'home', 'virgin', 'saying', 'good', 'luck']",negative
"['dear', 'virgin', 'customer', 'stranded', 'sf', '3', 'day', 'amp', '1000cost', 'well', 'least', 'accommodate']",neutral
"['use', 'next', 'airline', 'commercial', 'lol']",neutral
"['grouping', 'virgin', 'others', 'boston', 'weather', 'exposed', 'actual', 'u', 'serv', 'model', 'never', 'flight', 'booking', 'problem', 'virgin']",negative
